Security Code,Issuer Name,SYMBOL,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
540515.BO.BO.BO,KANUNGO FINANCIERS LIMITED,KANUNGO.BO,Kanungo Financiers Ltd,Active,XT,10.0,INE453S01015,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
540519.BO.BO.BO,Meera Industries Limited,MEERA.BO,Meera Industries Ltd,Active,T ,10.0,INE343X01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
540530.BO.BO.BO,Housing &Urban Development Corporation Ltd.,HUDCO.BO,Housing & Urban Development Corporation Ltd,Active,A ,10.0,INE031A01017,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution
540544.BO.BO.BO,PSP Projects Limited,PSPPROJECT.BO,PSP Projects Ltd,Active,B ,10.0,INE488V01015,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
540545.BO.BO.BO,Bhakti Gems And Jewellery Limited,BGJL.BO,Bhakti Gems and Jewellery Ltd,Active,B ,10.0,INE986W01016,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
540550.BO.BO.BO,Yug Decor Limited,YUG.BO,Yug Decor Ltd,Active,M ,10.0,INE796W01019,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
540570.BO.BO.BO,VARIMAN GLOBAL ENTERPRISES LIMITED,VARIMAN.BO,Variman Global Enterprises Ltd,Active,X ,1.0,INE717F01028,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540575.BO.BO.BO,Star Cement Limited,STARCEMENT.BO,Star Cement Ltd,Active,A ,1.0,INE460H01021,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
540590.BO.BO.BO,Riddhi Corporate Services Limited,RIDDHICORP.BO,Riddhi Corporate Services Ltd,Active,X ,10.0,INE325X01015,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
540595.BO.BO.BO,Tejas Networks Limited,TEJASNET.BO,Tejas Networks Ltd,Active,A ,10.0,INE010J01012,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
540596.BO.BO.BO,Eris Lifesciences Limited,ERIS.BO,Eris Lifesciences Ltd,Active,A ,1.0,INE406M01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540597.BO.BO.BO,Containerway International Limited,CONTAINER.BO,Containerway International Ltd,Active,XT,5.0,INE319U01022,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
540602.BO.BO.BO,GTPL Hathway Limited,GTPL.BO,GTPL Hathway Ltd,Active,B ,10.0,INE869I01013,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
540611.BO.BO.BO,AU Small Finance Bank Limited,AUBANK.BO,AU Small Finance Bank Ltd,Active,A ,10.0,INE949L01017,Other Bank,Equity,Financial Services,Financial Services,Banks,Other Bank
540612.BO.BO.BO,ICICI Prudential Mutual Fund,LOWVOLIETF.BO,ICICI Prudential Nifty 100 Low Volatility 30 ETF,Active,B ,1.0,INF109KC19U5, ,Equity,-,-,-,-
540613.BO.BO.BO,Gautam Exim Limited,GEL.BO,Gautam Exim Ltd,Active,MT,10.0,INE721X01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540614.BO.BO.BO,G G Engineering Limited,GGENG.BO,G G Engineering Ltd,Active,B ,1.0,INE694X01030,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
540615.BO.BO.BO,7NR Retail Limited,7NR.BO,7NR Retail Ltd,Active,X ,10.0,INE413X01035,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
540642.BO.BO.BO,Salasar Techno Engineering Limited,SALASAR.BO,Salasar Techno Engineering Ltd,Active,B ,1.0,INE170V01027,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
540647.BO.BO.BO,Ganges Securities Ltd.,GANGESSECU.BO,Ganges Securities Ltd,Active,B ,10.0,INE335W01016,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
540648.BO.BO.BO,Palash Securities Limited,PALASHSECU.BO,Palash Securities Ltd,Active,B ,10.0,INE471W01019,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
540649.BO.BO.BO,AVADH SUGAR & ENERGY LIMITED,AVADHSUGAR.BO,Avadh Sugar & Energy Ltd,Active,B ,10.0,INE349W01017,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
540650.BO.BO.BO,Magadh Sugar & Energy Limited,MAGADSUGAR.BO,Magadh Sugar & Energy Ltd,Active,B ,10.0,INE347W01011,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
540651.BO.BO.BO,Jigar Cables Limited,JIGAR.BO,Jigar Cables Ltd,Active,M ,10.0,INE943X01015,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
540652.BO.BO.BO,Captain Technocast Limited,CTCL.BO,Captain Technocast Ltd,Active,MT,10.0,INE931X01010,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
540654.BO.BO.BO,GlobalSpace Technologies Limited,GSTL.BO,Globalspace Technologies Ltd,Active,B ,10.0,INE632W01016,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
540669.BO.BO.BO,UTI Mutual Fund,UTINEXT50.BO,UTI Nifty Next 50 ETF,Active,B ,1.0,INF789F1AUW9, ,Equity,-,-,-,-
540673.BO.BO.BO,SIS LIMITED,SIS.BO,SIS Ltd,Active,A ,5.0,INE285J01028,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
540678.BO.BO.BO,Cochin Shipyard Limited,COCHINSHIP.BO,Cochin Shipyard Ltd,Active,A ,5.0,INE704P01025,Ship Building & Allied Services,Equity,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services
540679.BO.BO.BO,SMS Lifesciences India Ltd,SMSLIFE.BO,SMS Lifesciences India Ltd,Active,T ,10.0,INE320X01016,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540680.BO.BO.BO,KIOCL Limited,KIOCL.BO,KIOCL Ltd,Active,A ,10.0,INE880L01014,Sponge Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron
540681.BO.BO.BO,CHOTHANI FOODS LIMITED,CHOTHANI.BO,Chothani Foods Ltd,Active,M ,10.0,INE344X01016,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
540686.BO.BO.BO,Smruthi Organics Limited,SMRUTHIORG.BO,Smruthi Organics Ltd,Active,X ,10.0,INE172E01011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540691.BO.BO.BO,Aditya Birla Capital Ltd,ABCAPITAL.BO,Aditya Birla Capital Ltd,Active,A ,10.0,INE674K01013,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
540692.BO.BO.BO,Apex Frozen Foods Limited,APEX.BO,Apex Frozen Foods Ltd,Active,B ,10.0,INE346W01013,Seafood,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood
540693.BO.BO.BO,Shish Industries Limited,SHISHIND.BO,Shish Industries Ltd,Active,B ,1.0,INE145Y01023,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
540694.BO.BO.BO,ANG Lifesciences India Limited,ANG.BO,ANG Lifesciences India Ltd,Active,B ,10.0,INE236W01016,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540696.BO.BO.BO,KCD INDUSTRIES INDIA LIMITED,KCDGROUP.BO,KCD Industries India Ltd,Active,X ,1.0,INE185U01035,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540699.BO.BO.BO,Dixon Technologies (India) Limited,DIXON.BO,Dixon Technologies (India) Ltd,Active,A ,2.0,INE935N01020,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
540700.BO.BO.BO,Bharat Road Network Limited,BRNL.BO,Bharat Road Network Ltd,Active,B ,10.0,INE727S01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
540701.BO.BO.BO,Dishman Carbogen Amcis Limited,DCAL.BO,Dishman Carbogen Amcis Ltd,Active,A ,2.0,INE385W01011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540702.BO.BO.BO,Lasa Supergenerics Limited,LASA.BO,Lasa Supergenerics Ltd,Active,B ,10.0,INE670X01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540703.BO.BO.BO,PRO CLB GLOBAL LIMITED,PROCLB.BO,Pro Clb Global Ltd,Active,XT,10.0,INE438C01010,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
540704.BO.BO.BO,Matrimony.com Limited,MATRIMONY.BO,Matrimony.com Ltd,Active,B ,5.0,INE866R01028,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail
540709.BO.BO.BO,Reliance Home Finance Limited,RHFL.BO,Reliance Home Finance Ltd,Active,T ,10.0,INE217K01011,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
540710.BO.BO.BO,Capacit'e Infraprojects Limited,CAPACITE.BO,Capacite Infraprojects Ltd,Active,A ,10.0,INE264T01014,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
540716.BO.BO.BO,ICICI Lombard General Insurance Company Limited ,ICICIGI.BO,ICICI Lombard General Insurance Company Ltd,Active,A ,10.0,INE765G01017,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance
540717.BO.BO.BO,Polo Queen Industrial and Fintech Limited ,PQIF.BO,Polo Queen Industrial and Fintech Ltd,Active,T ,2.0,INE689M01025,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540718.BO.BO.BO,AAYUSH ART AND BULLION LIMITED,AAYUSHBULL.BO,Aayush Art And Bullion Ltd,Active,MT,10.0,INE777X01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
540719.BO.BO.BO,SBI Life Insurance Company Limited,SBILIFE.BO,SBI Life Insurance Company Ltd,Active,A ,10.0,INE123W01016,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance
540724.BO.BO.BO,Prataap Snacks Limited,DIAMONDYD.BO,Prataap Snacks Ltd,Active,B ,5.0,INE393P01035,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
540725.BO.BO.BO,Share India Securities Limited,SHAREINDIA.BO,Share India Securities Ltd,Active,A ,2.0,INE932X01026,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
540726.BO.BO.BO,Trident Texofab Limited,TTFL.BO,Trident Texofab Ltd,Active,T ,10.0,INE071Y01013,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
540727.BO.BO.BO,Poojawestern Metaliks Limited,POOJA.BO,Poojawestern Metaliks Ltd,Active,B ,10.0,INE973X01012,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
540728.BO.BO.BO,Sayaji Industries Limited,SAYAJIIND.BO,Sayaji Industries Ltd,Active,XT,5.0,INE327G01032,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
540729.BO.BO.BO,Vanta Bioscience Limited,VANTABIO.BO,Vanta Bioscience Ltd,Active,M ,10.0,INE695X01011,Healthcare Research- Analytics & Technology,Equity,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
540730.BO.BO.BO,Mehai Technology  Limited,MEHAI.BO,Mehai Technology Ltd,Active,XT,10.0,INE062Y01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540735.BO.BO.BO,IRIS Business Services Limited,IRIS.BO,IRIS Business Services Ltd,Active,T ,10.0,INE864K01010,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
540737.BO.BO.BO,Shree Ganesh Remedies Limited,SGRL.BO,Shree Ganesh Remedies Ltd,Active,B ,10.0,INE414Y01015,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540738.BO.BO.BO,Shreeji Translogistics Limited,STL.BO,Shreeji Translogistics Ltd,Active,B ,2.0,INE402Y01028,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
540743.BO.BO.BO,Godrej Agrovet Limited,GODREJAGRO.BO,Godrej Agrovet Ltd,Active,A ,10.0,INE850D01014,Animal Feed,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed
540749.BO.BO.BO,MAS Financial Services Limited,MASFIN.BO,MAS Financial Services Ltd,Active,A ,10.0,INE348L01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
540750.BO.BO.BO,Indian Energy Exchange Limited,IEX.BO,Indian Energy Exchange Ltd,Active,A ,1.0,INE022Q01020,Exchange and Data Platform,Equity,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform
540755.BO.BO.BO,General Insurance Corporation of India,GICRE.BO,General Insurance Corporation of India,Active,A ,5.0,INE481Y01014,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance
540757.BO.BO.BO,SHEETAL COOL PRODUCTS LIMITED,SCPL.BO,Sheetal Cool Products Ltd,Active,T ,10.0,INE501Y01019,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
540762.BO.BO.BO,Tube Investments of India Ltd,TIINDIA.BO,Tube Investments of India Ltd,Active,A ,1.0,INE974X01010,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
540767.BO.BO.BO,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,NAM-INDIA.BO,Nippon Life India Asset Management Ltd,Active,A ,10.0,INE298J01013,Asset Management Company,Equity,Financial Services,Financial Services,Capital Markets,Asset Management Company
540768.BO.BO.BO,Mahindra Logistics Limited,MAHLOG.BO,Mahindra Logistics Ltd,Active,A ,10.0,INE766P01016,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
540769.BO.BO.BO,The New India Assurance Company Limited,NIACL.BO,The New India Assurance Company Ltd,Active,A ,5.0,INE470Y01017,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance
540774.BO.BO.BO,IFGL Refractories Limited,IFGLEXPOR.BO,IFGL Refractories Ltd,Active,B ,10.0,INE133Y01011,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
540775.BO.BO.BO,Khadim India Limited,KHADIM.BO,Khadim India Ltd,Active,B ,10.0,INE834I01025,Footwear,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
540776.BO.BO.BO,5paisa Capital Limited,5PAISA.BO,5paisa Capital Ltd,Active,B ,10.0,INE618L01018,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
540777.BO.BO.BO,HDFC LIFE INSURANCE COMPANY LIMITED,HDFCLIFE.BO,HDFC Life Insurance Company Ltd,Active,A ,10.0,INE795G01014,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance
540782.BO.BO.BO,Sanghvi Brands Limited,SBRANDS.BO,Sanghvi Brands Ltd,Active,M ,10.0,INE204Y01010,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
540786.BO.BO.BO,SHARIKA ENTERPRISES LIMITED,SHARIKA.BO,Sharika Enterprises Ltd,Active,B ,5.0,INE669Y01022,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540787.BO.BO.BO,ICICI Prudential Mutual Fund,ICICIB22.BO,BHARAT 22 ETF - ICICI Prudential AMC,Active,A ,10.0,INF109KB15Y7, ,Equity,-,-,-,-
540788.BO.BO.BO,Aspira Pathlab & Diagnostics Limited,ASPIRA.BO,Aspira Pathlab & Diagnostics Ltd,Active,XT,10.0,INE500C01017,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
540789.BO.BO.BO,Diligent Media Corporation Limited,DNAMEDIA.BO,Diligent Media Corporation Ltd,Active,B ,1.0,INE016M01021,Electronic Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Electronic Media
540795.BO.BO.BO,Dynamic Cables Limited,DYCL.BO,Dynamic Cables Ltd,Active,B ,10.0,INE600Y01019,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals
540796.BO.BO.BO,Ratnabhumi Developers Limited,RATNABHUMI.BO,Ratnabhumi Developers Ltd,Active,B ,10.0,INE821Y01011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
540797.BO.BO.BO,Shalby Limited,SHALBY.BO,Shalby Ltd,Active,B ,10.0,INE597J01018,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
540798.BO.BO.BO,Future Supply Chain Solutions Limited,FSC.BO,Future Supply Chain Solutions Ltd,Active,Z ,10.0,INE935Q01015,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
540809.BO.BO.BO,MRC AGROTECH LIMITED,MRCAGRO.BO,MRC Agrotech Ltd,Active,B ,10.0,INE333Y01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540811.BO.BO.BO,Diggi Multitrade Limited,DML.BO,Diggi Multitrade Ltd,Active,M ,10.0,INE158R01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540821.BO.BO.BO,SADHNA BROADCAST LTD,SADHNA.BO,Sadhna Broadcast Ltd,Active,XT,1.0,INE994R01028,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
540824.BO.BO.BO,Astron Paper & Board Mill Limited,ASTRON.BO,Astron Paper & Board Mill Ltd,Active,B ,10.0,INE646X01014,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
540829.BO.BO.BO,Chandrima Mercantiles limited ,CHANDRIMA.BO,Chandrima Mercantiles Ltd,Active,XT,10.0,INE371F01016,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540843.BO.BO.BO,Rithwik Facility Management Services Limited,RITHWIKFMS.BO,Rithwik Facility Management Services Ltd,Active,MT,10.0,INE819Y01015,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
540850.BO.BO.BO,Jhandewalas Foods Limited,JFL.BO,Jhandewalas Foods Ltd,Active,MT,10.0,INE841Y01019,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
540874.BO.BO.BO,7SEAS ENTERTAINMENT LIMITED,7SEASL.BO,7Seas Entertainment Ltd,Active,X ,10.0,INE454F01010,Digital Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Digital Entertainment
540879.BO.BO.BO,Apollo Micro Systems Limited,APOLLO.BO,Apollo Micro Systems Ltd,Active,B ,1.0,INE713T01028,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
540900.BO.BO.BO,Newgen Software Technologies Limited,NEWGEN.BO,Newgen Software Technologies Ltd,Active,A ,10.0,INE619B01017,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
540901.BO.BO.BO,Praxis Home Retail Limited ,PRAXIS.BO,Praxis Home Retail Ltd,Active,T ,5.0,INE546Y01022,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
540902.BO.BO.BO,Amber Enterprises India Limited,AMBER.BO,Amber Enterprises India Ltd,Active,A ,10.0,INE371P01015,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
540903.BO.BO.BO,CRP Risk Management Limited,CRPRISK.BO,CRP Risk Management Ltd,Active,MT,10.0,INE422M01013,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
540904.BO.BO.BO,TIRUPATI FOAM LIMITED,TIRUFOAM.BO,Tirupati Foam Ltd,Active,X ,10.0,INE115G01015,Furniture- Home Furnishing,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
540914.BO.BO.BO,SRU Steels Limited,SRUSTEELS.BO,SRU Steels Ltd,Active,XT,10.0,INE425C01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540923.BO.BO.BO,Ashoka Metcast Limited,ASHOKAMET.BO,Ashoka Metcast Ltd,Active,T ,10.0,INE760Y01011,Trading - Metals,Equity,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals
540935.BO.BO.BO,Galaxy Surfactants Limited,GALAXYSURF.BO,Galaxy Surfactants Ltd,Active,A ,10.0,INE600K01018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
540936.BO.BO.BO,Gautam Gems Limited,GGL.BO,Gautam Gems Ltd,Active,T ,10.0,INE063Z01017,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
540937.BO.BO.BO,MEDICO REMEDIES LIMITED,MEDICO.BO,Medico Remedies Ltd,Active,B ,2.0,INE630Y01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540938.BO.BO.BO,Gujarat Hy-Spin Limited,GUJHYSPIN.BO,Gujarat Hy-Spin Ltd,Active,M ,10.0,INE578V01013,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
540952.BO.BO.BO,LORENZINI APPARELS LIMITED,LAL.BO,Lorenzini Apparels Ltd,Active,B ,1.0,INE740X01023,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
540953.BO.BO.BO,Kenvi Jewels Limited,KENVI.BO,Kenvi Jewels Ltd,Active,B ,1.0,INE923Y01023,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
540954.BO.BO.BO,The Indian Wood Products Co. Ltd.,IWP.BO,The Indian Wood Products Company Ltd,Active,XT,2.0,INE586E01020,Forest Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Forest Products
540955.BO.BO.BO,Tasty Dairy Specialities Limited,TDSL.BO,Tasty Dairy Specialities Ltd,Active,B ,10.0,INE773Y01014,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
540956.BO.BO.BO,Bhatia Communications & Retail (India) Limited,BHATIA.BO,Bhatia Communications & Retail (India) Ltd,Active,B ,1.0,INE341Z01025,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
540961.BO.BO.BO,Shiva Mills Limited,SHIVAMILLS.BO,Shiva Mills Ltd,Active,B ,10.0,INE644Y01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
540975.BO.BO.BO,Aster DM Healthcare Limited,ASTERDM.BO,Aster DM Healthcare Ltd,Active,A ,10.0,INE914M01019,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
540980.BO.BO.BO,The Yamuna Syndicate Ltd ,YSL.BO,The Yamuna Syndicate Ltd,Active,X ,100.0,INE868X01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
541005.BO.BO.BO,KANCO TEA & INDUSTRIES LIMITED,KANCOTEA.BO,Kanco Tea & Industries Ltd,Active,X ,10.0,INE398L01017,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
541006.BO.BO.BO,Angel Fibers Limited,ANGEL.BO,Angel Fibers Ltd,Active,M ,10.0,INE339Z01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
541019.BO.BO.BO,H.G. Infra Engineering Limited,HGINFRA.BO,H.G. Infra Engineering Ltd,Active,A ,10.0,INE926X01010,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
541083.BO.BO.BO,Inflame Appliances Limited,INFLAME.BO,Inflame Appliances Ltd,Active,MT,10.0,INE464Z01017,Houseware,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware
541096.BO.BO.BO,Bharat Parenterals Limited,BPLPHARMA.BO,Bharat Parenterals Ltd,Active,X ,10.0,INE365Y01019,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
541112.BO.BO.BO,Shreeshay Engineers Limited,SHREESHAY.BO,Shreeshay Engineers Ltd,Active,M ,10.0,INE452Z01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
541133.BO.BO.BO,APEX CAPITAL AND FINANCE LIMITED,ACFL.BO,Apex Capital And Finance Ltd,Active,XT,10.0,INE758W01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
541143.BO.BO.BO,Bharat Dynamics Limited,BDL.BO,Bharat Dynamics Ltd,Active,A ,5.0,INE171Z01026,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
541144.BO.BO.BO,Active Clothing Co  Limited,ACTIVE.BO,Active Clothing Co Ltd,Active,B ,10.0,INE380Z01015,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
541152.BO.BO.BO,GOYAL ALUMINIUMS LIMITED,GOYALALUM.BO,Goyal Aluminiums Ltd,Active,B ,1.0,INE705X01026,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
541153.BO.BO.BO,Bandhan Bank Limited,BANDHANBNK.BO,Bandhan Bank Ltd,Active,A ,10.0,INE545U01014,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
541154.BO.BO.BO,Hindustan Aeronautics Limited,HAL.BO,Hindustan Aeronautics Ltd,Active,A ,5.0,INE066F01020,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
541161.BO.BO.BO,KBC GLOBAL LIMITED,KBCGLOBAL.BO,KBC Global Ltd,Active,B ,1.0,INE278R01034,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
541163.BO.BO.BO,Sandhar Technologies Limited,SANDHAR.BO,Sandhar Technologies Ltd,Active,B ,10.0,INE278H01035,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
