Security Code,Issuer Name,SYMBOL,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
523269.BO.BO.BO,Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR.BO,ADVANI HOTELS & RESORTS (INDIA) LTD.,Active,B ,2.0,INE199C01026,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
523277.BO.BO.BO,G.V. Films  Ltd.,GVFILM.BO,GV FILMS LTD.,Active,X ,1.0,INE395B01048,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
523283.BO.BO.BO,Superhouse limited,SUPERHOUSE.BO,SUPERHOUSE LTD.,Active,B ,10.0,INE712B01010,Leather And Leather Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
523289.BO.BO.BO,Rama Vision Ltd,RAMAVISION.BO,RAMA VISION LTD.,Active,X ,10.0,INE763B01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
523301.BO.BO.BO,TCPL Packaging Limited,TCPLPACK.BO,TCPL PACKAGING LTD.-$,Active,B ,10.0,INE822C01015,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
523309.BO.BO.BO,Shri Gang Industries & Allied Products Limited,SHRIGANG.BO,SHRI GANG INDUSTRIES AND ALLIED PRODUCTS LTD.,Active,XT,10.0,INE241V01018,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
523315.BO.BO.BO,Purity Flex Pack Ltd,PURITY.BO,PURITY FLEX PACK LTD.,Active,P ,10.0,INE898O01010,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
523319.BO.BO.BO,Balmer Lawrie & Co. Ltd.,BALMLAWRIE.BO,BALMER LAWRIE & CO.LTD.,Active,A ,10.0,INE164A01016,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
523323.BO.BO.BO,Kovai Medical Center & Hospital Ltd,KOVAI.BO,KOVAI MEDICAL CENTER & HOSPITAL LTD.,Active,B ,10.0,INE177F01017,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
523329.BO.BO.BO,Eldeco Housing & Ind. Ltd.,ELDEHSG.BO,ELDECO HOUSING & INDUSTRIES LTD.,Active,B ,2.0,INE668G01021,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
523343.BO.BO.BO,Microse India Limited,MICROSE.BO,MICROSE INDIA LTD.,Active,XT,10.0,INE809F01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
523367.BO.BO.BO,DCM Shriram Limited,DCMSHRIRAM.BO,DCM Shriram Limited,Active,A ,2.0,INE499A01024,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
523369.BO.BO.BO,DCM Shriram Industries Ltd.,DCMSRIND.BO,DCM SHRIRAM INDUSTRIES LTD.-$,Active,B ,2.0,INE843D01027,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
523371.BO.BO.BO,Mawana Sugars Ltd,MAWANASUG.BO,MAWANA SUGARS LTD.,Active,B ,10.0,INE636A01039,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
523373.BO.BO.BO,Mini Diamonds (India) Ltd.,MINID.BO,MINI DIAMONDS (INDIA) LTD.,Active,XT,10.0,INE281E01010,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
523384.BO.BO.BO,Maha Rashtra Apex Corporation Ltd,MAHAPEXLTD.BO,MAHA RASHTRA APEX CORPORATION LTD.,Active,B ,10.0,INE843B01013,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
523385.BO.BO.BO,Nilkamal Limited,NILKAMAL.BO,NILKAMAL LTD.,Active,B ,10.0,INE310A01015,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
523391.BO.BO.BO,Nahar Polyfilms Ltd.,NAHARPOLY.BO,NAHAR POLYFILMS LTD.,Active,B ,5.0,INE308A01027,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
523395.BO.BO.BO,3M India Ltd.,3MINDIA.BO,3M INDIA LTD.,Active,A ,10.0,INE470A01017,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
523398.BO.BO.BO,Johnson Controls-Hitachi Air Conditioning India Ltd.,JCHAC.BO,Johnson Controls-Hitachi Air Conditioning India Ltd,Active,B ,10.0,INE782A01015,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
523405.BO.BO.BO,JM Financial Limited,JMFINANCIL.BO,JM FINANCIAL LTD.-$,Active,A ,1.0,INE780C01023,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
523411.BO.BO.BO,ADC India Communications Limited,ADCINDIA.BO,ADC India Communications Limited-$,Active,X ,10.0,INE833A01016,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
523419.BO.BO.BO,Tamilnadu Telecommunications Ltd.,TNTELE.BO,TAMILNADU TELECOMMUNICATIONS LTD.,Active,T ,10.0,INE141D01018,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
523445.BO.BO.BO,Reliance Industrial Infrastructure,RIIL.BO,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,Active,A ,10.0,INE046A01015,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
523457.BO.BO.BO,Linde India Limited,LINDEINDIA.BO,Linde India Limited,Active,A ,10.0,INE473A01011,Industrial Gases,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases
523465.BO.BO.BO,Ind Bank Housing Ltd,INDBNK.BO,IND BANK HOUSING LTD.,Active,B ,10.0,INE969D01012,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
523467.BO.BO.BO,Jai Mata Glass Ltd.,JAIMATAG.BO,JAI MATA GLASS LTD.,Active,XT,1.0,INE250C01027,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
523475.BO.BO.BO,Lotus Chocolate Co. Ltd.,LOTUSCHO.BO,LOTUS CHOCOLATE CO.LTD.,Active,T ,10.0,INE026D01011,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
523483.BO.BO.BO,Pacific Industries ltd.,PACIFICI.BO,PACIFIC INDUSTRIES LTD.,Active,X ,10.0,INE883C01025,Granites & Marbles,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles
523489.BO.BO.BO,Chennai Meenakshi Multispeciality Hospital Ltd.,CMMHOSP.BO,CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.-$,Active,XT,10.0,INE889F01017,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
523537.BO.BO.BO,APM Industries Ltd.,APMIN.BO,APM INDUSTRIES LTD.-$,Active,X ,2.0,INE170D01025,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
523539.BO.BO.BO,Precision Wires India ltd.,PRECWIRE.BO,PRECISION WIRES INDIA LTD.,Active,B ,1.0,INE372C01037,Aluminium- Copper & Zinc Products,Equity,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
523550.BO.BO.BO,Krypton Industries Ltd,KRYPTONQ.BO,KRYPTON INDUSTRIES LTD.,Active,XT,10.0,INE951B01014,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
523558.BO.BO.BO,SWISS MILITARY CONSUMER GOODS LIMITED,SWISSMLTRY.BO,Swiss Military Consumer Goods Ltd,Active,XT,2.0,INE010C01025,Diversified consumer products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Diversified consumer products
523566.BO.BO.BO,Martin Burn Ltd,MARBU.BO,MARTIN BURN LTD.,Active,XT,10.0,INE199D01016,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
523574.BO.BO.BO,Future Enterprises Limited,FEL.BO,Future Enterprises Ltd,Active,Z ,2.0,INE623B01027,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
523586.BO.BO.BO,Indian Toners & Developers Ltd.,INDTONER.BO,INDIAN TONERS & DEVELOPERS LTD.-$,Active,X ,10.0,INE826B01018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
523594.BO.BO.BO,Kunststoffe Industries Ltd.,KUNSTOFF.BO,KUNSTSTOFFE INDUSTRIES LTD.,Active,X ,10.0,INE638D01021,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
523598.BO.BO.BO,Shipping Corporation Of India Ltd,SCI.BO,SHIPPING CORPORATION OF INDIA LTD.,Active,A ,10.0,INE109A01011,Shipping,Equity,Services,Services,Transport Services,Shipping
523606.BO.BO.BO,Sika Interplant Systems Ltd.,SIKA.BO,SIKA INTERPLANT SYSTEMS LTD.,Active,B ,10.0,INE438E01016,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
523610.BO.BO.BO,ITI Limited (Indian Teleph.Ind.Ltd),ITI.BO,ITI LTD.,Active,A ,10.0,INE248A01017,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
523618.BO.BO.BO,Dredging Corporation of India Ltd.,DREDGECORP.BO,DREDGING CORPORATION OF INDIA LTD.,Active,B ,10.0,INE506A01018,Dredging,Equity,Services,Services,Engineering Services,Dredging
523620.BO.BO.BO,Phaarmasia Limited.,PHRMASI.BO,PHAARMASIA LTD.,Active,X ,10.0,INE486I01016,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
523630.BO.BO.BO,National Fertilizers Ltd.,NFL.BO,NATIONAL FERTILIZERS LTD.,Active,A ,10.0,INE870D01012,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
523638.BO.BO.BO,IP Rings Ltd.,IPRINGLTD.BO,IP RINGS LTD.-$,Active,X ,10.0,INE558A01019,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
523642.BO.BO.BO,PI Industries Limited,PIIND.BO,PI Industries Ltd,Active,A ,1.0,INE603J01030,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
523648.BO.BO.BO,Plastiblends India Ltd.,PLASTIBLEN.BO,PLASTIBLENDS INDIA LTD.-$,Active,B ,5.0,INE083C01022,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
523650.BO.BO.BO,YASH INNOVENTURES LIMITED,YASHINNO.BO,Yash Innoventures Ltd,Active,XT,10.0,INE823D01011,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
523652.BO.BO.BO,Kkalpana Plastick Limited,KKPLASTICK.BO,Kkalpana Plastick Limited,Active,XT,10.0,INE465K01016,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
523660.BO.BO.BO,Waterbase Limited,WATERBASE.BO,WATERBASE LTD.,Active,X ,10.0,INE054C01015,Seafood,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood
523672.BO.BO.BO,Flex Foods Ltd.,FLEXFO.BO,FLEX FOODS LTD.-$,Active,X ,10.0,INE954B01018,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
523676.BO.BO.BO,Golkunda Diamonds & Jewellery Ltd.,GOLKUNDIA.BO,GOLKUNDA DIAMONDS & JEWELLERY LTD.,Active,XT,10.0,INE798D01015,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
523694.BO.BO.BO,Apcotex Industries Limited,APCOTEXIND.BO,APCOTEX INDUSTRIES LTD.,Active,B ,2.0,INE116A01032,Rubber,Equity,Industrials,Capital Goods,Industrial Products,Rubber
523696.BO.BO.BO,Fortis Malar Hospitals Limited,FORTISMLR.BO,Fortis Malar Hospitals Limited,Active,X ,10.0,INE842B01015,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
523704.BO.BO.BO,Mastek Limited,MASTEK.BO,MASTEK LTD.,Active,A ,5.0,INE759A01021,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
523708.BO.BO.BO,EIMCO Elecon India Ltd.,EIMCOELECO.BO,EIMCO ELECON (INDIA) LTD.,Active,B ,10.0,INE158B01016,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
523710.BO.BO.BO,Sayaji Hotel Ltd,SAYAJIHOTL.BO,SAYAJI HOTELS LTD.,Active,X ,10.0,INE318C01014,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
523712.BO.BO.BO,JMG Corporation Ltd,JMGCORP.BO,JMG CORPORATION LTD.,Active,P ,2.5,INE745F01011,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
523716.BO.BO.BO,Ashiana Housing Limited,ASHIANA.BO,ASHIANA HOUSING LTD.-$,Active,B ,2.0,INE365D01021,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
523722.BO.BO.BO,Svam Software Ltd,SVAMSOF.BO,SVAM SOFTWARE LTD.,Active,XT,10.0,INE119B01018,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
523732.BO.BO.BO,Ecoboard Industries Ltd,ECOBOAR.BO,ECOBOARD INDUSTRIES LTD.,Active,X ,10.0,INE866A01016,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
523736.BO.BO.BO,Dhunseri Ventures Limited,DVL.BO,Dhunseri Ventures Ltd-$,Active,B ,10.0,INE477B01010,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
523752.BO.BO.BO,TRANS INDIA HOUSE IMPEX LIMITED,TIHIL.BO,Trans India House Impex Ltd,Active,X ,10.0,INE502D01011,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
523754.BO.BO.BO,MAHINDRA EPC IRRIGATION LIMITED,MAHEPC.BO,Mahindra EPC Irrigation Ltd,Active,B ,10.0,INE215D01010,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
523782.BO.BO.BO,Mitshi India Limited,MITSHI.BO,Mitshi India Ltd,Active,X ,10.0,INE844D01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
523790.BO.BO.BO,Shukra Jewellers Limited,SHUKJEW.BO,SHUKRA JEWELLERS LTD.,Active,P ,10.0,INE344E01016,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
523792.BO.BO.BO,Mazda Ltd.,MAZDA.BO,MAZDA LTD.-$,Active,B ,10.0,INE885E01034,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
523796.BO.BO.BO,Viceroy Hotels Ltd.,VHLTD.BO,VICEROY HOTELS LTD.,Active,T ,10.0,INE048C01025,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
523826.BO.BO.BO,Sovereign Diamonds Ltd,SOVERDIA.BO,SOVEREIGN DIAMONDS LTD.,Active,XT,10.0,INE959D01013,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
523828.BO.BO.BO,Menon Bearings Ltd,MENONBE.BO,MENON BEARINGS LTD.-$,Active,B ,1.0,INE071D01033,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
523832.BO.BO.BO,Mukat Pipes Limited,MUKATPIP.BO,MUKAT PIPES LTD.-$,Active,X ,5.0,INE862C01029,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
523836.BO.BO.BO,Gujarat Raffia Ind. Ltd.,GUJRAFFIA.BO,GUJARAT RAFFIA INDUSTRIES LTD.,Active,T ,10.0,INE610B01024,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
523838.BO.BO.BO,Simplex Infrastructures Limited,SIMPLEXINF.BO,SIMPLEX INFRASTRUCTURES LTD.,Active,T ,2.0,INE059B01024,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
523840.BO.BO.BO,Innovative Tech Pack Ltd,INNOVTEC.BO,INNOVATIVE TECH PACK LTD.,Active,X ,1.0,INE965C01038,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
523842.BO.BO.BO,Super Tannery Limited,SUPTANERY.BO,Super Tannery Limited,Active,X ,1.0,INE460D01038,Leather And Leather Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
523844.BO.BO.BO,CONSTRONICS INFRA LIMITED,CONSTRONIC.BO,Constronics Infra Ltd,Active,XT,10.0,INE537B01011,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
523850.BO.BO.BO,Axtel Industries Ltd.,AXTEL.BO,AXTEL INDUSTRIES LTD.,Active,X ,10.0,INE767C01012,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
523862.BO.BO.BO,Pacheli Industrial Finance Limited,PIFL.BO,Pacheli Industrial Finance Ltd,Active,X ,10.0,INE926B01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
523888.BO.BO.BO,V R Woodart Ltd,VRWODAR.BO,V R WOODART LTD.,Active,ZP,10.0,INE317D01014,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
523896.BO.BO.BO,AVI PRODUCTS INDIA LIMITED,APIL.BO,Avi Products India Ltd,Active,X ,10.0,INE316O01021,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
524000.BO.BO.BO,POONAWALLA FINCORP LIMITED,POONAWALLA.BO,Poonawalla Fincorp Ltd,Active,A ,2.0,INE511C01022,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
524013.BO.BO.BO,Hindustan Flurocarbons Ltd.,HINFLUR.BO,HINDUSTAN FLUOROCARBONS LTD.,Active,B ,10.0,INE806J01013,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
524019.BO.BO.BO,Kingfa Science & Technology (India) Ltd,KINGFA.BO,Kingfa Science & Technology (India) Ltd-$,Active,B ,10.0,INE473D01015,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
524031.BO.BO.BO,Patidar Buildcon Limited,PATIDAR.BO,Patidar Buildcon Limited,Active,X ,10.0,INE637N01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
524037.BO.BO.BO,Rama Phosphates Ltd.,RAMAPHO.BO,RAMA PHOSPHATES LTD.,Active,B ,10.0,INE809A01024,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
524038.BO.BO.BO,Venlon Enterprises Ltd.,VENLONENT.BO,VENLON ENTERPRISES LTD.,Active,X ,5.0,INE204D01022,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
524046.BO.BO.BO,Pet Plastics Ltd.,PETPLST.BO,PET PLASTICS LTD.,Active,XT,10.0,INE704F01018,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
524051.BO.BO.BO,Polyplex Corporation Ltd.,POLYPLEX.BO,POLYPLEX CORPORATION LTD.,Active,A ,10.0,INE633B01018,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
524055.BO.BO.BO,Panther Industrial Products Ltd.,PANIDPR.BO,PANTHER INDUSTRIAL PRODUCTS LTD.,Active,P ,10.0,INE181D01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
524075.BO.BO.BO,Albert David Ltd.,ALBERTDAVD.BO,ALBERT DAVID LTD.-$,Active,B ,10.0,INE155C01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524080.BO.BO.BO,Haryana Leather Chemicals Ltd.,HARLETH.BO,HARYANA LEATHER CHEMICALS LTD.,Active,X ,10.0,INE681F01018,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
524091.BO.BO.BO,CARYSIL LIMITED,CARYSIL.BO,Carysil Ltd,Active,B ,2.0,INE482D01024,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
524109.BO.BO.BO,Kabra Extrusion Technik Ltd,KABRAEXTRU.BO,KABRA EXTRUSIONTECHNIK LTD.,Active,B ,5.0,INE900B01029,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
524129.BO.BO.BO,Vinyl Chemicals (India) Ltd.,VINYLINDIA.BO,VINYL CHEMICALS (INDIA) LTD.,Active,B ,1.0,INE250B01029,Trading - Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
524136.BO.BO.BO,Pee Cee Cosma Sope Ltd.,PCCOSMA.BO,PEE CEE COSMA SOPE LTD.,Active,XT,10.0,INE417E01010,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
524156.BO.BO.BO,TCM Ltd.,TCMLMTD.BO,TCM LTD.,Active,X ,10.0,INE034F01010,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
524164.BO.BO.BO,IOL Chemicals & Pharmaceuticals Ltd,IOLCP.BO,IOL CHEMICALS & PHARMACEUTICALS LTD.,Active,A ,10.0,INE485C01011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524174.BO.BO.BO,Kesar Petroproducts Ltd,KESARPE.BO,KESAR PETROPRODUCTS LTD.,Active,X ,1.0,INE133C01033,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
