SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
MAWANASUG.NS,Mawana Sugars Limited,EQ,20-MAR-2009,10,1,INE636A01039,10
MAXESTATES.NS,Max Estates Limited,EQ,30-OCT-2023,10,1,INE03EI01018,10
MAXHEALTH.NS,Max Healthcare Institute Limited,EQ,21-AUG-2020,10,1,INE027H01010,10
MAXIND.NS,Max India Limited,EQ,28-AUG-2020,10,1,INE0CG601016,10
MAYURUNIQ.NS,Mayur Uniquoters Ltd,EQ,25-SEP-2012,5,1,INE040D01038,5
MAZDA.NS,Mazda Limited,EQ,01-NOV-2016,10,1,INE885E01034,10
MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,EQ,12-OCT-2020,5,1,INE249Z01020,5
MBAPL.NS,Madhya Bharat Agro Products Limited,EQ,22-AUG-2019,10,1,INE900L01010,10
MBECL.NS,Mcnally Bharat Engineering Company Limited,BZ,06-OCT-2006,10,1,INE748A01016,10
MBLINFRA.NS,MBL Infrastructure Limited,EQ,11-JAN-2010,10,1,INE912H01013,10
MCL.NS,Madhav Copper Limited,BE,19-AUG-2020,5,1,INE813V01022,5
MCLEODRUSS.NS,Mcleod Russel India Limited,BE,29-JUL-2005,5,1,INE942G01012,5
MCX.NS,Multi Commodity Exchange of India Limited,EQ,09-MAR-2012,10,1,INE745G01035,10
MEDANTA.NS,Global Health Limited,EQ,16-NOV-2022,2,1,INE474Q01031,2
MEDIASSIST.NS,Medi Assist Healthcare Services Limited,EQ,23-JAN-2024,5,1,INE456Z01021,5
MEDICAMEQ.NS,Medicamen Biotech Limited,EQ,27-OCT-2021,10,1,INE646B01010,10
MEDICO.NS,Medico Remedies Limited,EQ,26-MAY-2022,2,1,INE630Y01024,2
MEDPLUS.NS,Medplus Health Services Limited,EQ,23-DEC-2021,2,1,INE804L01022,2
MEGASOFT.NS,Megasoft Limited,EQ,19-JUL-2007,10,1,INE933B01012,10
MEGASTAR.NS,Megastar Foods Limited,EQ,16-FEB-2022,10,1,INE00EM01016,10
MENONBE.NS,Menon Bearings Limited,EQ,09-MAR-2015,1,1,INE071D01033,1
MEP.NS,MEP Infrastructure Developers Limited,BZ,06-MAY-2015,10,1,INE776I01010,10
METROBRAND.NS,Metro Brands Limited,EQ,22-DEC-2021,5,1,INE317I01021,5
METROPOLIS.NS,Metropolis Healthcare Limited,EQ,15-APR-2019,2,1,INE112L01020,2
MFML.NS,Mahalaxmi Fabric Mills Limited,BE,27-AUG-2024,10,1,INE0US801024,10
MFSL.NS,Max Financial Services Limited,EQ,17-MAY-2000,2,1,INE180A01020,2
MGEL.NS,Mangalam Global Enterprise Limited,EQ,23-DEC-2020,2,1,INE0APB01024,2
MGL.NS,Mahanagar Gas Limited,EQ,01-JUL-2016,10,1,INE002S01010,10
MHLXMIRU.NS,Mahalaxmi Rubtech Limited,BE,27-JAN-2022,10,1,INE112D01035,10
MHRIL.NS,Mahindra Holidays & Resorts India Limited,EQ,16-JUL-2009,10,1,INE998I01010,10
MICEL.NS,MIC Electronics Limited,EQ,17-DEC-2021,2,1,INE287C01037,2
MIDHANI.NS,Mishra Dhatu Nigam Limited,EQ,04-APR-2018,10,1,INE099Z01011,10
MINDACORP.NS,Minda Corporation Limited,EQ,16-OCT-2014,2,1,INE842C01021,2
MINDTECK.NS,Mindteck (India) Limited,EQ,02-AUG-2016,10,1,INE110B01017,10
MIRCELECTR.NS,MIRC Electronics Limited,EQ,24-MAY-2004,1,1,INE831A01028,1
MIRZAINT.NS,Mirza International Limited,EQ,28-APR-1999,2,1,INE771A01026,2
MITCON.NS,MITCON Consultancy & Engineering Services Limited,EQ,17-MAR-2022,10,1,INE828O01033,10
MITTAL.NS,Mittal Life Style Limited,EQ,29-APR-2020,1,1,INE997Y01027,1
MKPL.NS,M K Proteins Limited,BE,13-JUN-2023,1,1,INE964W01021,1
MMFL.NS,MM Forgings Limited,EQ,20-DEC-2006,10,1,INE227C01017,10
MMP.NS,MMP Industries Limited,EQ,09-JAN-2020,10,1,INE511Y01018,10
MMTC.NS,MMTC Limited,EQ,09-APR-2012,1,1,INE123F01029,1
MOBIKWIK.NS,One Mobikwik Systems Limited,EQ,18-DEC-2024,2,1,INE0HLU01028,2
MODIRUBBER.NS,Modi Rubber Limited,EQ,07-FEB-1996,10,1,INE832A01018,10
MODISONLTD.NS,MODISON LIMITED,EQ,03-MAY-2021,1,1,INE737D01021,1
MODTHREAD.NS,Modern Threads (India) Limited,BE,22-NOV-1995,10,50,INE794W01014,10
MOHITIND.NS,Mohit Industries Limited,BE,14-MAR-2013,10,1,INE954E01012,10
MOIL.NS,MOIL Limited,EQ,15-DEC-2010,10,1,INE490G01020,10
MOKSH.NS,Moksh Ornaments Limited,EQ,21-MAY-2021,2,1,INE514Y01020,2
MOKSH-RE.NS,Moksh Ornaments Limited-RE,BE,30-DEC-2024,2,1,INE514Y20012,2
MOL.NS,Meghmani Organics Limited,EQ,18-AUG-2021,1,1,INE0CT101020,1
MOLDTECH.NS,Mold-Tek Technologies Limited,EQ,07-JUL-2016,2,1,INE835B01035,2
MOLDTKPAC.NS,Mold-Tek Packaging Limited,EQ,23-FEB-2015,5,1,INE893J01029,5
MONARCH.NS,Monarch Networth Capital Limited,EQ,06-JAN-2022,10,1,INE903D01011,10
MONTECARLO.NS,Monte Carlo Fashions Limited,EQ,19-DEC-2014,10,1,INE950M01013,10
MORARJEE.NS,Morarjee Textiles Limited,BZ,14-SEP-2012,7,1,INE161G01027,7
MOREPENLAB.NS,Morepen Laboratories Limited,EQ,24-NOV-1999,2,1,INE083A01026,2
MOTHERSON.NS,Samvardhana Motherson International Limited,EQ,14-AUG-1996,1,1,INE775A01035,1
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,EQ,11-SEP-2007,1,1,INE338I01027,1
MOTISONS.NS,Motisons Jewellers Limited,EQ,26-DEC-2023,1,1,INE0FRK01020,1
MOTOGENFIN.NS,The Motor & General Finance Limited,EQ,08-FEB-1995,5,1,INE861B01023,5
MPHASIS.NS,MphasiS Limited,EQ,04-JUN-2004,10,1,INE356A01018,10
MPSLTD.NS,MPS Limited,EQ,21-JAN-2002,10,1,INE943D01017,10
MRF.NS,MRF Limited,EQ,18-SEP-1996,10,1,INE883A01011,10
MRO-TEK.NS,MRO-TEK Realty Limited,EQ,01-NOV-2000,5,1,INE398B01018,5
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,EQ,07-JAN-2005,10,1,INE103A01014,10
MSPL.NS,MSP Steel & Power Limited,EQ,18-JUL-2005,10,1,INE752G01015,10
MSTCLTD.NS,Mstc Limited,EQ,29-MAR-2019,10,1,INE255X01014,10
MSUMI.NS,Motherson Sumi Wiring India Limited,EQ,28-MAR-2022,1,1,INE0FS801015,1
MTARTECH.NS,Mtar Technologies Limited,EQ,15-MAR-2021,10,1,INE864I01014,10
MTEDUCARE.NS,MT Educare Limited,BE,12-APR-2012,10,1,INE472M01018,10
MTNL.NS,Mahanagar Telephone Nigam Limited,EQ,17-FEB-1999,10,1,INE153A01019,10
MUFIN.NS,Mufin Green Finance Limited,EQ,06-NOV-2023,1,1,INE08KJ01020,1
MUFTI.NS,Credo Brands Marketing Limited,EQ,27-DEC-2023,2,1,INE220Q01020,2
MUKANDLTD.NS,Mukand Limited,EQ,23-FEB-2004,10,1,INE304A01026,10
MUKKA.NS,Mukka Proteins Limited,EQ,07-MAR-2024,1,1,INE0CG401037,1
MUKTAARTS.NS,Mukta Arts Limited,BE,12-SEP-2000,5,1,INE374B01019,5
MUNJALAU.NS,Munjal Auto Industries Limited,EQ,19-JUL-2006,2,1,INE672B01032,2
MUNJALSHOW.NS,Munjal Showa Limited,EQ,12-MAY-2003,2,1,INE577A01027,2
MURUDCERA.NS,Murudeshwar Ceramics Limited,EQ,28-MAY-2004,10,1,INE692B01014,10
MUTHOOTCAP.NS,Muthoot Capital Services Limited,EQ,24-AUG-2015,10,1,INE296G01013,10
MUTHOOTFIN.NS,Muthoot Finance Limited,EQ,06-MAY-2011,10,1,INE414G01012,10
MUTHOOTMF.NS,Muthoot Microfin Limited,EQ,26-DEC-2023,10,1,INE046W01019,10
MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited,EQ,03-OCT-2023,10,1,INE0KNT01012,10
NACLIND.NS,NACL Industries Limited,EQ,07-APR-2017,1,1,INE295D01020,1
NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,EQ,15-JUN-2016,1,1,INE454M01024,1
NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited,BE,18-SEP-2007,5,1,INE245I01016,5
NAGREEKEXP.NS,Nagreeka Exports Limited,BE,18-JUN-2007,5,1,INE123B01028,5
NAHARCAP.NS,Nahar Capital and Financial Services Limited,EQ,11-MAR-2008,5,1,INE049I01012,5
NAHARINDUS.NS,Nahar Industrial Enterprises Limited,EQ,15-DEC-2005,10,1,INE289A01011,10
NAHARPOLY.NS,Nahar Poly Films Limited,EQ,23-MAR-2007,5,1,INE308A01027,5
NAHARSPING.NS,Nahar Spinning Mills Limited,EQ,23-MAR-2007,5,1,INE290A01027,5
NAM-INDIA.NS,Nippon Life India Asset Management Limited,EQ,06-NOV-2017,10,1,INE298J01013,10
NARMADA.NS,Narmada Agrobase Limited,EQ,27-OCT-2022,10,1,INE117Z01011,10
NATCOPHARM.NS,Natco Pharma Limited,EQ,27-DEC-1995,2,1,INE987B01026,2
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,EQ,28-JAN-2014,10,1,INE448G01010,10
NATIONALUM.NS,National Aluminium Company Limited,EQ,28-APR-1999,5,1,INE139A01034,5
NAUKRI.NS,Info Edge (India) Limited,EQ,21-NOV-2006,10,1,INE663F01024,10
NAVA.NS,NAVA LIMITED,EQ,03-APR-1996,2,1,INE725A01022,2
