SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
20MICRONS.NS,20 Microns Limited,BE,06-OCT-2008,5,1,INE144J01027,5
21STCENMGM.NS,21st Century Management Services Limited,BE,03-MAY-1995,10,1,INE253B01015,10
360ONE.NS,360 ONE WAM LIMITED,EQ,19-SEP-2019,1,1,INE466L01038,1
3IINFOLTD.NS,3i Infotech Limited,EQ,22-OCT-2021,10,1,INE748C01038,10
3MINDIA.NS,3M India Limited,EQ,13-AUG-2004,10,1,INE470A01017,10
3PLAND.NS,3P Land Holdings Limited,BE,19-JUL-1995,2,1,INE105C01023,2
5PAISA.NS,5Paisa Capital Limited,EQ,16-NOV-2017,10,1,INE618L01018,10
63MOONS.NS,63 moons technologies limited,EQ,20-JUN-2005,2,1,INE111B01023,2
A2ZINFRA.NS,A2Z Infra Engineering Limited,BE,23-DEC-2010,10,1,INE619I01012,10
AAATECH.NS,AAA Technologies Limited,EQ,28-NOV-2022,10,1,INE0D0U01013,10
AADHARHFC.NS,Aadhar Housing Finance Limited,EQ,15-MAY-2024,10,1,INE883F01010,10
AAKASH.NS,Aakash Exploration Services Limited,EQ,29-SEP-2020,1,1,INE087Z01024,1
AAREYDRUGS.NS,Aarey Drugs & Pharmaceuticals Limited,BE,06-AUG-2021,10,1,INE198H01019,10
AARON.NS,Aaron Industries Limited,EQ,06-NOV-2020,10,1,INE721Z01010,10
AARTECH.NS,Aartech Solonics Limited,EQ,10-JUL-2023,5,1,INE01C001026,5
AARTIDRUGS.NS,Aarti Drugs Limited,EQ,19-SEP-2003,10,1,INE767A01016,10
AARTIIND.NS,Aarti Industries Limited,EQ,08-FEB-1995,5,1,INE769A01020,5
AARTIPHARM.NS,Aarti Pharmalabs Limited,EQ,30-JAN-2023,5,1,INE0LRU01027,5
AARTISURF.NS,Aarti Surfactants Limited,EQ,14-JUL-2020,10,1,INE09EO01013,10
AARVEEDEN.NS,Aarvee Denims & Exports Limited,BE,21-NOV-2006,10,1,INE273D01019,10
AARVI.NS,Aarvi Encon Limited,EQ,24-JUN-2020,10,1,INE754X01016,10
AAVAS.NS,Aavas Financiers Limited,EQ,08-OCT-2018,10,1,INE216P01012,10
ABAN.NS,Aban Offshore Limited,EQ,29-MAR-1995,2,1,INE421A01028,2
ABB.NS,ABB India Limited,EQ,08-FEB-1995,2,1,INE117A01022,2
ABBOTINDIA.NS,Abbott India Limited,EQ,08-JAN-2010,10,1,INE358A01014,10
ABCAPITAL.NS,Aditya Birla Capital Limited,EQ,01-SEP-2017,10,1,INE674K01013,10
ABDL.NS,Allied Blenders and Distillers Limited,EQ,02-JUL-2024,2,1,INE552Z01027,2
ABFRL.NS,Aditya Birla Fashion and Retail Limited,EQ,17-JUL-2013,10,1,INE647O01011,10
ABINFRA.NS,A B Infrabuild Limited,BE,08-NOV-2024,10,1,INE00YB01017,10
ABMINTLLTD.NS,ABM International Limited,BE,09-SEP-2021,10,1,INE251C01025,10
ABREL.NS,Aditya Birla Real Estate Limited,EQ,27-JUN-2003,10,1,INE055A01016,10
ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,EQ,11-OCT-2021,5,1,INE404A01024,5
ACC.NS,ACC Limited,EQ,20-NOV-1996,10,1,INE012A01025,10
ACCELYA.NS,Accelya Solutions India Limited,EQ,01-DEC-1999,10,1,INE793A01012,10
ACCURACY.NS,Accuracy Shipping Limited,EQ,11-DEC-2020,1,1,INE648Z01023,1
ACE.NS,Action Construction Equipment Limited,EQ,26-SEP-2006,2,1,INE731H01025,2
ACEINTEG.NS,Ace Integrated Solutions Limited,EQ,04-NOV-2022,10,1,INE543V01017,10
ACI.NS,Archean Chemical Industries Limited,EQ,21-NOV-2022,2,1,INE128X01021,2
ACL.NS,Andhra Cements Limited,EQ,10-MAY-2023,10,1,INE666E01020,10
ACLGATI.NS,Allcargo Gati Limited,EQ,10-OCT-2006,2,1,INE152B01027,2
ACMESOLAR.NS,Acme Solar Holdings Limited,EQ,13-NOV-2024,2,1,INE622W01025,2
ADANIENSOL.NS,Adani Energy Solutions Limited,EQ,31-JUL-2015,10,1,INE931S01010,10
ADANIENT.NS,Adani Enterprises Limited,EQ,04-JUN-1997,1,1,INE423A01024,1
ADANIGREEN.NS,Adani Green Energy Limited,EQ,18-JUN-2018,10,1,INE364U01010,10
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,EQ,27-NOV-2007,2,1,INE742F01042,2
ADANIPOWER.NS,Adani Power Limited,EQ,20-AUG-2009,10,1,INE814H01011,10
ADFFOODS.NS,ADF Foods Limited,EQ,15-SEP-2010,2,1,INE982B01027,2
ADL.NS,Archidply Decor Limited,EQ,01-OCT-2020,10,1,INE0CHO01012,10
ADORWELD.NS,Ador Welding Limited,EQ,10-MAY-1995,10,1,INE045A01017,10
ADROITINFO.NS,Adroit Infotech Limited,BE,13-AUG-1997,10,1,INE737B01033,10
ADSL.NS,Allied Digital Services Limited,EQ,25-JUL-2007,5,1,INE102I01027,5
ADVANIHOTR.NS,Advani Hotels & Resorts (India) Limited,EQ,25-JUN-2007,2,1,INE199C01026,2
ADVENZYMES.NS,Advanced Enzyme Technologies Limited,EQ,01-AUG-2016,2,1,INE837H01020,2
AEGISLOG.NS,Aegis Logistics Limited,EQ,03-APR-1996,1,1,INE208C01025,1
AEROFLEX.NS,Aeroflex Industries Limited,EQ,31-AUG-2023,2,1,INE024001021,2
AETHER.NS,Aether Industries Limited,EQ,03-JUN-2022,10,1,INE0BWX01014,10
AFCONS.NS,Afcons Infrastructure Limited,EQ,04-NOV-2024,10,1,INE101I01011,10
AFFLE.NS,Affle (India) Limited,EQ,08-AUG-2019,2,1,INE00WC01027,2
AFFORDABLE.NS,Affordable Robotic & Automation Limited,EQ,23-OCT-2024,10,1,INE692Z01013,10
AFIL.NS,Akme Fintrade (India) Limited,EQ,26-JUN-2024,10,1,INE916Y01019,10
AGARIND.NS,Agarwal Industrial Corporation Limited,EQ,26-MAY-2014,10,1,INE204E01012,10
AGI.NS,AGI Greenpac Limited,EQ,31-MAY-2000,2,1,INE415A01038,2
AGIIL.NS,Agi Infra Limited,EQ,15-JUL-2024,10,1,INE976R01017,10
AGRITECH.NS,Agri-Tech (India) Limited,EQ,28-JAN-2014,10,1,INE449G01018,10
AGROPHOS.NS,Agro Phos India Limited,EQ,08-MAR-2019,10,1,INE740V01019,10
AGSTRA.NS,AGS Transact Technologies Limited,EQ,31-JAN-2022,10,1,INE583L01014,10
AHL.NS,Abans Holdings Limited,EQ,23-DEC-2022,2,1,INE00ZE01026,2
AHLADA.NS,Ahlada Engineers Limited,EQ,28-JAN-2021,10,1,INE00PV01013,10
AHLEAST.NS,Asian Hotels (East) Limited,EQ,11-AUG-2010,10,1,INE926K01017,10
AHLUCONT.NS,Ahluwalia Contracts (India) Limited,EQ,14-DEC-2009,2,1,INE758C01029,2
AIAENG.NS,AIA Engineering Limited,EQ,14-DEC-2005,2,1,INE212H01026,2
AIIL.NS,Authum Investment & Infrastructure Limited,EQ,23-APR-2024,1,1,INE206F01022,1
AIRAN.NS,Airan Limited,EQ,03-MAY-2019,2,1,INE645W01026,2
AIROLAM.NS,Airo Lam limited,EQ,13-OCT-2021,10,1,INE801L01010,10
AJANTPHARM.NS,Ajanta Pharma Limited,EQ,29-MAY-2000,2,1,INE031B01049,2
AJMERA.NS,Ajmera Realty & Infra India Limited,EQ,16-JUN-2009,10,1,INE298G01027,10
AJOONI.NS,Ajooni Biotech Limited,EQ,07-MAY-2021,2,1,INE820Y01021,2
AKASH.NS,Akash Infra-Projects Limited,EQ,11-OCT-2019,10,1,INE737W01013,10
AKG.NS,Akg Exim Limited,EQ,16-FEB-2021,10,1,INE00Y801016,10
AKI.NS,AKI India Limited,EQ,06-APR-2023,2,1,INE642Z01026,2
AKSHAR.NS,Akshar Spintex Limited,BE,23-MAY-2022,1,1,INE256Z01025,1
AKSHARCHEM.NS,AksharChem India Limited,EQ,28-MAR-2017,10,1,INE542B01011,10
AKSHOPTFBR.NS,Aksh Optifibre Limited,BE,18-AUG-2000,5,1,INE523B01011,5
AKUMS.NS,Akums Drugs and Pharmaceuticals Limited,EQ,06-AUG-2024,2,1,INE09XN01023,2
AKZOINDIA.NS,Akzo Nobel India Limited,EQ,28-JUN-2001,10,1,INE133A01011,10
ALANKIT.NS,Alankit Limited,EQ,30-JUN-2015,1,1,INE914E01040,1
ALBERTDAVD.NS,Albert David Limited,EQ,14-JUN-2016,10,1,INE155C01010,10
ALEMBICLTD.NS,Alembic Limited,EQ,22-SEP-1999,2,1,INE426A01027,2
ALICON.NS,Alicon Castalloy Limited,EQ,29-SEP-2006,5,1,INE062D01024,5
ALKALI.NS,Alkali Metals Limited,EQ,06-NOV-2008,10,1,INE773I01017,10
ALKEM.NS,Alkem Laboratories Limited,EQ,23-DEC-2015,2,1,INE540L01014,2
ALKYLAMINE.NS,Alkyl Amines Chemicals Limited,EQ,26-NOV-2007,2,1,INE150B01039,2
ALLCARGO.NS,Allcargo Logistics Limited,EQ,23-JUN-2006,2,1,INE418H01029,2
ALLDIGI.NS,Alldigi Tech Limited,EQ,09-MAY-2005,10,1,INE835G01018,10
ALMONDZ.NS,Almondz Global Securities Limited,BE,16-JUN-2008,1,1,INE326B01035,1
ALOKINDS.NS,Alok Industries Limited,EQ,19-FEB-2020,1,1,INE270A01029,1
ALPA.NS,Alpa Laboratories Limited,BE,06-AUG-2007,10,1,INE385I01010,10
ALPHAGEO.NS,Alphageo (India) Limited,EQ,11-MAY-2007,10,1,INE137C01018,10
ALPSINDUS.NS,Alps Industries Limited,BE,24-APR-1996,10,1,INE093B01015,10
AMBER.NS,Amber Enterprises India Limited,EQ,30-JAN-2018,10,1,INE371P01015,10
AMBICAAGAR.NS,Ambica Agarbathies & Aroma industries Limited,EQ,29-JUN-2004,10,1,INE792B01012,10
AMBIKCO.NS,Ambika Cotton Mills Limited,EQ,29-JAN-2008,10,1,INE540G01014,10
AMBUJACEM.NS,Ambuja Cements Limited,EQ,18-FEB-1998,2,1,INE079A01024,2
AMDIND.NS,AMD Industries Limited,EQ,19-MAR-2007,10,1,INE005I01014,10
AMIORG.NS,Ami Organics Limited,EQ,14-SEP-2021,10,1,INE00FF01017,10
AMJLAND.NS,Amj Land Holdings Limited,EQ,08-FEB-1995,2,1,INE606A01024,2
AMNPLST.NS,Amines & Plasticizers Limited,EQ,10-NOV-2023,2,1,INE275D01022,2
AMRUTANJAN.NS,Amrutanjan Health Care Limited,EQ,02-JAN-2015,1,1,INE098F01031,1
ANANDRATHI.NS,Anand Rathi Wealth Limited,EQ,14-DEC-2021,5,1,INE463V01026,5
ANANTRAJ.NS,Anant Raj Limited,EQ,27-SEP-2006,2,1,INE242C01024,2
ANDHRAPAP.NS,ANDHRA PAPER LIMITED,EQ,13-MAY-2004,2,1,INE435A01051,2
ANDHRSUGAR.NS,The Andhra Sugars Limited,EQ,01-NOV-1995,2,1,INE715B01021,2
ANGELONE.NS,Angel One Limited,EQ,05-OCT-2020,10,1,INE732I01013,10
ANIKINDS.NS,Anik Industries Limited,BE,21-MAY-2008,10,1,INE087B01017,10
ANMOL.NS,Anmol India Limited,EQ,04-JUN-2021,10,1,INE02AR01019,10
ANTGRAPHIC.NS,Antarctica Limited,EQ,31-DEC-1997,1,1,INE414B01021,1
ANUHPHR.NS,Anuh Pharma Limited,EQ,20-DEC-2024,5,1,INE489G01022,5
ANUP.NS,The Anup Engineering Limited,EQ,01-MAR-2019,10,1,INE294Z01018,10
ANURAS.NS,Anupam Rasayan India Limited,EQ,24-MAR-2021,10,1,INE930P01018,10
APARINDS.NS,Apar Industries Limited,EQ,12-JUL-2004,10,1,INE372A01015,10
APCL.NS,Anjani Portland Cement Limited,EQ,10-APR-2017,10,1,INE071F01012,10
APCOTEXIND.NS,Apcotex Industries Limited,EQ,06-SEP-1995,2,1,INE116A01032,2
APEX.NS,Apex Frozen Foods Limited,EQ,04-SEP-2017,10,1,INE346W01013,10
APLAPOLLO.NS,APL Apollo Tubes Limited,EQ,14-DEC-2011,2,1,INE702C01027,2
APLLTD.NS,Alembic Pharmaceuticals Limited,EQ,20-SEP-2011,2,1,INE901L01018,2
APOLLO.NS,Apollo Micro Systems Limited,EQ,22-JAN-2018,1,1,INE713T01028,1
APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,EQ,10-JAN-1996,5,1,INE437A01024,5
APOLLOPIPE.NS,Apollo Pipes Limited,EQ,11-NOV-2019,10,1,INE126J01016,10
APOLLOTYRE.NS,Apollo Tyres Limited,EQ,31-MAY-1995,1,1,INE438A01022,1
APOLSINHOT.NS,Apollo Sindoori Hotels Limited,EQ,28-JAN-2015,5,1,INE451F01024,5
APTECHT.NS,Aptech Limited,EQ,27-SEP-2002,10,1,INE266F01018,10
APTUS.NS,Aptus Value Housing Finance India Limited,EQ,24-AUG-2021,2,1,INE852O01025,2
ARCHIDPLY.NS,Archidply Industries Limited,EQ,04-JUL-2008,10,1,INE877I01016,10
ARCHIES.NS,Archies Limited,EQ,02-SEP-1998,2,1,INE731A01020,2
ARE&M.NS,Amara Raja Energy & Mobility Limited,EQ,05-SEP-2003,1,1,INE885A01032,1
ARENTERP.NS,Rajdarshan Industries Limited,BE,18-OCT-1995,10,1,INE610C01014,10
ARIES.NS,Aries Agro Limited,BE,11-JAN-2008,10,1,INE298I01015,10
ARIHANTCAP.NS,Arihant Capital Markets Limited,EQ,15-JUN-2021,1,1,INE420B01036,1
ARIHANTSUP.NS,Arihant Superstructures Limited,EQ,28-MAR-2017,10,1,INE643K01018,10
ARKADE.NS,Arkade Developers Limited,EQ,24-SEP-2024,10,1,INE0QRL01017,10
ARMANFIN.NS,Arman Financial Services Limited,EQ,14-JUN-2016,10,1,INE109C01017,10
AROGRANITE.NS,Aro Granite Industries Limited,EQ,24-APR-2007,10,1,INE210C01013,10
ARROWGREEN.NS,Arrow Greentech Limited,EQ,21-MAY-2015,10,1,INE570D01018,10
ARSHIYA.NS,Arshiya Limited,BE,14-DEC-2009,2,1,INE968D01022,2
ARSSINFRA.NS,ARSS Infrastructure Projects Limited,BE,03-MAR-2010,10,1,INE267I01010,10
ARTEMISMED.NS,Artemis Medicare Services Limited,EQ,23-JAN-2020,1,1,INE025R01021,1
ARTNIRMAN.NS,Art Nirman Limited,BE,18-OCT-2021,10,1,INE738V01013,10
ARVEE.NS,Arvee Laboratories (India) Limited,EQ,22-MAR-2021,10,1,INE006Z01016,10
ARVIND.NS,Arvind Limited,EQ,08-FEB-1995,10,1,INE034A01011,10
ARVINDFASN.NS,Arvind Fashions Limited,EQ,08-MAR-2019,4,1,INE955V01021,4
ARVSMART.NS,Arvind SmartSpaces Limited,EQ,26-AUG-2015,10,1,INE034S01021,10
ASAHIINDIA.NS,Asahi India Glass Limited,EQ,18-MAR-1998,1,1,INE439A01020,1
ASAHISONG.NS,Asahi Songwon Colors Limited,EQ,29-AUG-2011,10,1,INE228I01012,10
ASAL.NS,Automotive Stampings and Assemblies Limited,EQ,12-MAR-2002,10,1,INE900C01027,10
ASALCBR.NS,Associated Alcohols & Breweries Ltd.,EQ,12-FEB-2020,10,1,INE073G01016,10
ASHAPURMIN.NS,Ashapura Minechem Limited,EQ,20-SEP-1995,2,1,INE348A01023,2
ASHIANA.NS,Ashiana Housing Limited,EQ,29-JUN-2011,2,1,INE365D01021,2
ASHIMASYN.NS,Ashima Limited,BE,27-JUL-1995,10,1,INE440A01010,10
ASHOKA.NS,Ashoka Buildcon Limited,EQ,14-OCT-2010,5,1,INE442H01029,5
ASHOKAMET.NS,Ashoka Metcast Limited,BE,27-JUN-2023,10,1,INE760Y01011,10
ASHOKLEY.NS,Ashok Leyland Limited,EQ,25-MAY-1995,1,1,INE208A01029,1
ASIANENE.NS,Asian Energy Services Limited,EQ,09-DEC-2021,10,1,INE276G01015,10
ASIANHOTNR.NS,Asian Hotels (North) Limited,BE,07-APR-2010,10,1,INE363A01022,10
ASIANPAINT.NS,Asian Paints Limited,EQ,31-MAY-1995,1,1,INE021A01026,1
ASIANTILES.NS,Asian Granito India Limited,EQ,23-AUG-2007,10,1,INE022I01019,10
ASKAUTOLTD.NS,ASK Automotive Limited,EQ,15-NOV-2023,2,1,INE491J01022,2
ASMS.NS,Bartronics India Limited,EQ,09-FEB-2023,1,1,INE855F01042,1
ASPINWALL.NS,Aspinwall and Company Limited,EQ,14-JUN-2016,10,1,INE991I01015,10
ASTEC.NS,Astec LifeSciences Limited,EQ,25-NOV-2009,10,1,INE563J01010,10
ASTERDM.NS,Aster DM Healthcare Limited,EQ,26-FEB-2018,10,1,INE914M01019,10
ASTRAL.NS,Astral Limited,EQ,20-MAR-2007,1,1,INE006I01046,1
ASTRAMICRO.NS,Astra Microwave Products Limited,EQ,01-NOV-2004,2,1,INE386C01029,2
ASTRAZEN.NS,AstraZeneca Pharma India Limited,EQ,04-MAY-2001,2,1,INE203A01020,2
ASTRON.NS,Astron Paper & Board Mill Limited,EQ,29-DEC-2017,10,1,INE646X01014,10
ATALREAL.NS,Atal Realtech Limited,BE,12-MAY-2023,2,1,INE0ALR01029,2
ATAM.NS,Atam Valves Limited,EQ,10-MAY-2023,10,1,INE09KD01013,10
ATFL.NS,Agro Tech Foods Limited,EQ,06-DEC-2002,10,1,INE209A01019,10
ATGL.NS,Adani Total Gas Limited,EQ,05-NOV-2018,1,1,INE399L01023,1
ATL.NS,Allcargo Terminals Limited,EQ,10-AUG-2023,2,1,INE0NN701020,2
ATLANTAA.NS,ATLANTAA LIMITED,BE,25-SEP-2006,2,1,INE285H01022,2
ATLASCYCLE.NS,Atlas Cycles (Haryana) Limited,BE,23-OCT-1996,5,1,INE446A01025,5
ATUL.NS,Atul Limited,EQ,06-MAY-1998,10,1,INE100A01010,10
ATULAUTO.NS,Atul Auto Limited,EQ,26-JUN-2013,5,1,INE951D01028,5
AUBANK.NS,AU Small Finance Bank Limited,EQ,10-JUL-2017,10,1,INE949L01017,10
AURIONPRO.NS,Aurionpro Solutions Limited,EQ,25-OCT-2005,10,1,INE132H01018,10
AUROPHARMA.NS,Aurobindo Pharma Limited,EQ,19-JUL-2000,1,1,INE406A01037,1
AURUM.NS,Aurum PropTech Limited,EQ,19-AUG-2015,5,1,INE898S01029,5
AUSOMENT.NS,Ausom Enterprise Limited,BE,17-APR-1996,10,1,INE218C01016,10
AUTOAXLES.NS,Automotive Axles Limited,EQ,29-MAY-2003,10,1,INE449A01011,10
AUTOIND.NS,Autoline Industries Limited,EQ,31-JAN-2007,10,1,INE718H01014,10
AVADHSUGAR.NS,Avadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE349W01017,10
AVALON.NS,Avalon Technologies Limited,EQ,18-APR-2023,2,1,INE0LCL01028,2
AVANTEL.NS,Avantel Limited,EQ,31-JUL-2024,2,1,INE005B01027,2
AVANTIFEED.NS,Avanti Feeds Limited,EQ,15-APR-2015,1,1,INE871C01038,1
AVG.NS,AVG Logistics Limited,EQ,12-MAY-2023,10,1,INE680Z01018,10
AVL.NS,Aditya Vision Limited,EQ,06-NOV-2024,1,1,INE679V01027,1
AVONMORE.NS,Avonmore Capital & Management Services Limited,EQ,04-JAN-2023,1,1,INE323B01024,1
AVROIND.NS,AVRO INDIA LIMITED,BE,07-APR-2022,10,1,INE652Z01017,10
AVTNPL.NS,AVT Natural Products Limited,EQ,10-JAN-2007,1,1,INE488D01021,1
AWFIS.NS,Awfis Space Solutions Limited,EQ,30-MAY-2024,10,1,INE108V01019,10
AWHCL.NS,Antony Waste Handling Cell Limited,EQ,01-JAN-2021,5,1,INE01BK01022,5
AWL.NS,Adani Wilmar Limited,EQ,08-FEB-2022,1,1,INE699H01024,1
AXISBANK.NS,Axis Bank Limited,EQ,16-NOV-1998,2,1,INE238A01034,2
AXISCADES.NS,AXISCADES Technologies Limited,BE,21-DEC-2000,5,1,INE555B01013,5
AXITA.NS,Axita Cotton Limited,EQ,21-JUN-2022,1,1,INE02EZ01022,1
AYMSYNTEX.NS,AYM Syntex Limited,EQ,14-AUG-2015,10,1,INE193B01039,10
AZAD.NS,Azad Engineering Limited,EQ,28-DEC-2023,2,1,INE02IJ01035,2
BAFNAPH.NS,Bafna Pharmaceuticals Limited,BE,27-FEB-2020,10,1,INE878I01022,10
BAGFILMS.NS,B.A.G Films and Media Limited,BE,17-OCT-2003,2,1,INE116D01028,2
BAIDFIN.NS,Baid Finserv Limited,EQ,20-JAN-2023,2,1,INE020D01022,2
BAJAJ-AUTO.NS,Bajaj Auto Limited,EQ,26-MAY-2008,10,1,INE917I01010,10
BAJAJCON.NS,Bajaj Consumer Care Limited,EQ,18-AUG-2010,1,1,INE933K01021,1
BAJAJELEC.NS,Bajaj Electricals Limited,EQ,02-NOV-2007,2,1,INE193E01025,2
BAJAJFINSV.NS,Bajaj Finserv Limited,EQ,26-MAY-2008,1,1,INE918I01026,1
BAJAJHCARE.NS,Bajaj Healthcare Limited,EQ,25-NOV-2021,5,1,INE411U01027,5
BAJAJHFL.NS,Bajaj Housing Finance Limited,EQ,16-SEP-2024,10,1,INE377Y01014,10
BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited,EQ,10-MAY-1995,1,1,INE306A01021,1
BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,EQ,15-MAR-1995,10,1,INE118A01012,10
BAJEL.NS,Bajel Projects Limited,EQ,19-DEC-2023,2,1,INE0KQN01018,2
BAJFINANCE.NS,Bajaj Finance Limited,EQ,01-APR-2003,2,1,INE296A01024,2
BALAJEE.NS,Shree Tirupati Balajee Agro Trading Company Limited,EQ,12-SEP-2024,10,1,INE0S2G01011,10
BALAJITELE.NS,Balaji Telefilms Limited,BE,22-NOV-2000,2,1,INE794B01026,2
BALAMINES.NS,Balaji Amines Limited,EQ,05-APR-2007,2,1,INE050E01027,2
BALAXI.NS,BALAXI PHARMACEUTICALS LIMITED,EQ,30-NOV-2015,2,1,INE618N01022,2
BALKRISHNA.NS,Balkrishna Paper Mills Limited,EQ,28-JUL-2015,10,1,INE875R01011,10
BALKRISIND.NS,Balkrishna Industries Limited,EQ,27-JAN-2006,2,1,INE787D01026,2
BALMLAWRIE.NS,Balmer Lawrie & Company Limited,EQ,06-JUL-1995,10,1,INE164A01016,10
BALPHARMA.NS,Bal Pharma Limited,BE,08-MAY-2006,10,1,INE083D01012,10
BALRAMCHIN.NS,Balrampur Chini Mills Limited,EQ,08-FEB-1995,1,1,INE119A01028,1
BALUFORGE.NS,Balu Forge Industries Limited,EQ,29-APR-2024,10,1,INE011E01029,10
BANARBEADS.NS,Banaras Beads Limited,BE,07-JUL-1995,10,1,INE655B01011,10
BANARISUG.NS,Bannari Amman Sugars Limited,EQ,28-MAY-2003,10,1,INE459A01010,10
BANCOINDIA.NS,Banco Products (I) Limited,EQ,22-DEC-2006,2,1,INE213C01025,2
BANDHANBNK.NS,Bandhan Bank Limited,EQ,27-MAR-2018,10,1,INE545U01014,10
BANG.NS,Bang Overseas Limited,BE,20-FEB-2008,10,1,INE863I01016,10
BANKA.NS,Banka BioLoo Limited,EQ,29-OCT-2020,10,1,INE862Y01015,10
BANKBARODA.NS,Bank of Baroda,EQ,19-FEB-1997,2,1,INE028A01039,2
BANKINDIA.NS,Bank of India,EQ,30-APR-1997,10,1,INE084A01016,10
BANSALWIRE.NS,Bansal Wire Industries Limited,EQ,10-JUL-2024,5,1,INE0B9K01025,5
BANSWRAS.NS,Banswara Syntex Limited,EQ,11-APR-2007,5,1,INE629D01020,5
BARBEQUE.NS,Barbeque Nation Hospitality Limited,EQ,07-APR-2021,5,1,INE382M01027,5
BASF.NS,BASF India Limited,EQ,17-MAY-1995,10,1,INE373A01013,10
BASML.NS,Bannari Amman Spinning Mills Limited,EQ,14-NOV-2005,5,1,INE186H01022,5
BATAINDIA.NS,Bata India Limited,EQ,18-JUN-2003,5,1,INE176A01028,5
BAYERCROP.NS,Bayer Cropscience Limited,EQ,08-JAN-2010,10,1,INE462A01022,10
BBL.NS,Bharat Bijlee Limited,EQ,21-NOV-2006,5,1,INE464A01036,5
BBOX.NS,Black Box Limited,EQ,22-JUL-2003,2,1,INE676A01027,2
BBTC.NS,Bombay Burmah Trading Corporation Limited,EQ,03-APR-1996,2,1,INE050A01025,2
BBTCL.NS,B&B Triplewall Containers Limited,EQ,23-NOV-2022,10,1,INE01EE01011,10
BCLIND.NS,Bcl Industries Limited,EQ,04-MAR-2021,1,1,INE412G01024,1
BCONCEPTS.NS,Brand Concepts Limited,EQ,11-JAN-2022,10,1,INE977Y01011,10
BDL.NS,Bharat Dynamics Limited,EQ,23-MAR-2018,5,1,INE171Z01026,5
BEARDSELL.NS,Beardsell Limited,EQ,13-JAN-2015,2,1,INE520H01022,2
BECTORFOOD.NS,Mrs. Bectors Food Specialities Limited,EQ,24-DEC-2020,10,1,INE495P01012,10
BEDMUTHA.NS,Bedmutha Industries Limited,EQ,14-OCT-2010,10,1,INE844K01012,10
BEL.NS,Bharat Electronics Limited,EQ,19-JUL-2000,1,1,INE263A01024,1
BEML.NS,BEML Limited,EQ,05-NOV-2003,10,1,INE258A01016,10
BEPL.NS,Bhansali Engineering Polymers Limited,EQ,21-MAR-2005,1,1,INE922A01025,1
BERGEPAINT.NS,Berger Paints (I) Limited,EQ,24-NOV-1999,1,1,INE463A01038,1
BESTAGRO.NS,Best Agrolife Limited,EQ,10-APR-2024,10,1,INE052T01013,10
BFINVEST.NS,BF Investment Limited,EQ,14-JAN-2011,5,1,INE878K01010,5
BFUTILITIE.NS,BF Utilities Limited,BZ,03-MAY-2007,5,1,INE243D01012,5
BGRENERGY.NS,BGR Energy Systems Limited,BE,03-JAN-2008,10,1,INE661I01014,10
BHAGCHEM.NS,Bhagiradha Chemicals & Industries Limited,EQ,18-OCT-2021,1,1,INE414D01027,1
BHAGERIA.NS,Bhageria Industries Limited,BE,02-MAR-2016,5,1,INE354C01027,5
BHAGYANGR.NS,Bhagyanagar India Limited,EQ,17-MAY-2017,2,1,INE458B01036,2
BHANDARI.NS,Bhandari Hosiery Exports Limited,EQ,30-JAN-2017,1,1,INE474E01029,1
BHARATFORG.NS,Bharat Forge Limited,EQ,04-APR-2003,2,1,INE465A01025,2
BHARATGEAR.NS,Bharat Gears Limited,EQ,03-APR-1996,10,1,INE561C01019,10
BHARATRAS.NS,Bharat Rasayan Limited,EQ,11-OCT-1995,10,1,INE838B01013,10
BHARATWIRE.NS,Bharat Wire Ropes Limited,EQ,01-APR-2016,10,1,INE316L01019,10
BHARTIARTL.NS,Bharti Airtel Limited,EQ,15-FEB-2002,5,1,INE397D01024,5
BHARTIHEXA.NS,Bharti Hexacom Limited,EQ,12-APR-2024,5,1,INE343G01021,5
BHEL.NS,Bharat Heavy Electricals Limited,EQ,11-NOV-2003,2,1,INE257A01026,2
BIGBLOC.NS,Bigbloc Construction Limited,EQ,02-SEP-2016,2,1,INE412U01025,2
BIKAJI.NS,Bikaji Foods International Limited,EQ,16-NOV-2022,1,1,INE00E101023,1
BIL.NS,Bhartiya International Limited,BE,12-APR-2000,10,1,INE828A01016,10
BINANIIND.NS,Binani Industries Limited,EQ,27-SEP-2006,10,1,INE071A01013,10
BIOCON.NS,Biocon Limited,EQ,07-APR-2004,5,1,INE376G01013,5
BIOFILCHEM.NS,Biofil Chemicals & Pharmaceuticals Limited,EQ,12-JUN-1996,10,1,INE829A01014,10
BIRLACABLE.NS,Birla Cable Limited,EQ,06-DEC-1995,10,1,INE800A01015,10
BIRLACORPN.NS,Birla Corporation Limited,EQ,12-APR-1995,10,1,INE340A01012,10
BIRLAMONEY.NS,Aditya Birla Money Limited,BE,07-FEB-2008,1,1,INE865C01022,1
